matvecs,res_L2,res_Linf,vcycles,group_name,cells,frequency_x,frequency_y,frequency_z,max_depth,mesh,mesh_family,scale_x,scale_y,scale_z,solver,unknowns
11,3.9793529684911387e-10,8.142841565660399e-09,11,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
12,4.8281230008810675e-11,1.5867215760849573e-09,12,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
13,1.4340183792806073e-11,2.8057071945648996e-10,13,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
14,2.2174095283961827e-12,6.493107889189147e-11,14,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
15,7.327749463945509e-13,1.6341520259898246e-11,15,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
16,1.4899143156707212e-13,3.808891838821086e-12,16,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
17,2.983877608704519e-14,7.014094717941636e-13,17,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
18,4.538997136816914e-15,1.5037243021251484e-13,18,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
19,1.6114192283813448e-15,3.045858491975312e-14,19,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
20,2.6020852139652106e-16,6.5236297119169856e-15,20,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
0,0.13797315667401033,2.0558932950374924,0,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=1.0,4096,0.5,0.5,0.25,5,adaptive(1.0),adapt,1.0,1.0,2.0,accelerated_gmg,3065
1,0.013967201771769057,0.19919512904503278,1,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=1.0,4096,0.5,0.5,0.25,5,adaptive(1.0),adapt,1.0,1.0,2.0,accelerated_gmg,3065
2,0.002694773200291863,0.03809574759476812,2,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=1.0,4096,0.5,0.5,0.25,5,adaptive(1.0),adapt,1.0,1.0,2.0,accelerated_gmg,3065
3,0.0004568478915699228,0.004140963799509297,3,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=1.0,4096,0.5,0.5,0.25,5,adaptive(1.0),adapt,1.0,1.0,2.0,accelerated_gmg,3065
4,3.598122540975176e-05,0.0004832012038187573,4,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=1.0,4096,0.5,0.5,0.25,5,adaptive(1.0),adapt,1.0,1.0,2.0,accelerated_gmg,3065
5,3.5428406926435485e-06,6.876375257250036e-05,5,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=1.0,4096,0.5,0.5,0.25,5,adaptive(1.0),adapt,1.0,1.0,2.0,accelerated_gmg,3065
6,4.479208719377455e-07,7.920486014568833e-06,6,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=1.0,4096,0.5,0.5,0.25,5,adaptive(1.0),adapt,1.0,1.0,2.0,accelerated_gmg,3065
7,1.5546850804915098e-07,1.6849159819409401e-06,7,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=1.0,4096,0.5,0.5,0.25,5,adaptive(1.0),adapt,1.0,1.0,2.0,accelerated_gmg,3065
8,2.23035052934304e-08,2.437695301727396e-07,8,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=1.0,4096,0.5,0.5,0.25,5,adaptive(1.0),adapt,1.0,1.0,2.0,accelerated_gmg,3065
9,1.5170806745561974e-09,2.1528294375805666e-08,9,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=1.0,4096,0.5,0.5,0.25,5,adaptive(1.0),adapt,1.0,1.0,2.0,accelerated_gmg,3065
10,2.4280650036235374e-10,2.7930133282904888e-09,10,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=1.0,4096,0.5,0.5,0.25,5,adaptive(1.0),adapt,1.0,1.0,2.0,accelerated_gmg,3065
11,4.3088057245930786e-11,5.164205704879984e-10,11,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=1.0,4096,0.5,0.5,0.25,5,adaptive(1.0),adapt,1.0,1.0,2.0,accelerated_gmg,3065
12,5.2125978419177695e-12,6.524838139592932e-11,12,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=1.0,4096,0.5,0.5,0.25,5,adaptive(1.0),adapt,1.0,1.0,2.0,accelerated_gmg,3065
13,1.1787769573231166e-12,9.110428359206636e-12,13,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=1.0,4096,0.5,0.5,0.25,5,adaptive(1.0),adapt,1.0,1.0,2.0,accelerated_gmg,3065
14,8.963964938530662e-14,9.666468668403961e-13,14,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=1.0,4096,0.5,0.5,0.25,5,adaptive(1.0),adapt,1.0,1.0,2.0,accelerated_gmg,3065
15,9.960690116003043e-15,1.3277670401404438e-13,15,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=1.0,4096,0.5,0.5,0.25,5,adaptive(1.0),adapt,1.0,1.0,2.0,accelerated_gmg,3065
16,1.5269442114532178e-15,2.119155907727352e-14,16,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=1.0,4096,0.5,0.5,0.25,5,adaptive(1.0),adapt,1.0,1.0,2.0,accelerated_gmg,3065
