matvecs,res_L2,res_Linf,vcycles,group_name,cells,frequency_x,frequency_y,max_depth,mesh,mesh_family,scale_x,scale_y,solver,unknowns
8,4.711893427463394e-06,,8,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,0.285714285,4,uniform(4),uniform,1.0,1.75,standalone_amg,289
9,1.1292515429017815e-06,,9,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,0.285714285,4,uniform(4),uniform,1.0,1.75,standalone_amg,289
10,2.7275487866923927e-07,,10,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,0.285714285,4,uniform(4),uniform,1.0,1.75,standalone_amg,289
11,6.633599098632181e-08,,11,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,0.285714285,4,uniform(4),uniform,1.0,1.75,standalone_amg,289
12,1.623307684028043e-08,,12,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,0.285714285,4,uniform(4),uniform,1.0,1.75,standalone_amg,289
13,3.994393383431406e-09,,13,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,0.285714285,4,uniform(4),uniform,1.0,1.75,standalone_amg,289
14,9.877598333042308e-10,,14,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,0.285714285,4,uniform(4),uniform,1.0,1.75,standalone_amg,289
15,2.4534483629559e-10,,15,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,0.285714285,4,uniform(4),uniform,1.0,1.75,standalone_amg,289
16,6.11813635943743e-11,,16,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,0.285714285,4,uniform(4),uniform,1.0,1.75,standalone_amg,289
17,1.5310472783467068e-11,,17,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,0.285714285,4,uniform(4),uniform,1.0,1.75,standalone_amg,289
18,3.843132379047545e-12,,18,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,0.285714285,4,uniform(4),uniform,1.0,1.75,standalone_amg,289
19,9.675132912078618e-13,,19,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,0.285714285,4,uniform(4),uniform,1.0,1.75,standalone_amg,289
20,2.441539602761475e-13,,20,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,0.285714285,4,uniform(4),uniform,1.0,1.75,standalone_amg,289
21,6.187228595856132e-14,,21,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,0.285714285,4,uniform(4),uniform,1.0,1.75,standalone_amg,289
22,1.594879300570883e-14,,22,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,0.285714285,4,uniform(4),uniform,1.0,1.75,standalone_amg,289
0,0.7136903207965163,,0,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
1,0.818315517684132,,1,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
2,0.27080247299074034,,2,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
3,0.08995690130236864,,3,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
4,0.029958784779699016,,4,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
5,0.010051706888943735,,5,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
6,0.003424874723450103,,6,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
7,0.0011993313687878333,,7,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
8,0.0004383338455402253,,8,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
9,0.00016952813810800486,,9,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
10,6.967494153292762e-05,,10,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
11,3.0175478999944877e-05,,11,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
12,1.3564297877922646e-05,,12,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
13,6.239484607976989e-06,,13,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
14,2.9080824999492595e-06,,14,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
15,1.3651944908625224e-06,,15,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
16,6.434032816117717e-07,,16,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
17,3.0388313094350313e-07,,17,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
18,1.4369993737915477e-07,,18,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
19,6.800084317375859e-08,,19,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
20,3.2192887291525384e-08,,20,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
21,1.5244951906760224e-08,,21,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
22,7.220601646641235e-09,,22,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
23,3.420409951521474e-09,,23,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
24,1.6204109164144534e-09,,24,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
25,7.677234690010123e-10,,25,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
26,3.6375574763877756e-10,,26,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
27,1.7235976761740238e-10,,27,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
28,8.167275269771874e-11,,28,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
29,3.870243386239871e-11,,29,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
30,1.834027104092187e-11,,30,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
31,8.691420631390611e-12,,31,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
32,4.1189388830702075e-12,,32,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
33,1.9517237436740642e-12,,33,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
34,9.249115885542902e-13,,34,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
35,4.3865735084504694e-13,,35,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
36,2.0813655224184297e-13,,36,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
37,9.913359172079693e-14,,37,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
38,4.796144742980351e-14,,38,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
39,2.416566544907889e-14,,39,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
40,1.5046491948349276e-14,,40,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,0.285714285,6,uniform(6),uniform,1.0,1.75,standalone_amg,4225
0,0.3577060408474122,,0,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
1,0.81292330378255,,1,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
2,0.38547072936088583,,2,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
3,0.1710214156928697,,3,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
4,0.07476905248315019,,4,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
5,0.03256131757921133,,5,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
6,0.014184878829434698,,6,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
7,0.0061962658859104755,,7,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
8,0.002719239590859603,,8,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
9,0.0012013327985839657,,9,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
10,0.0005356290789544715,,10,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
11,0.00024178259276226154,,11,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
12,0.00011092232200346868,,12,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
13,5.193904284265306e-05,,13,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
14,2.4921527624141783e-05,,14,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
15,1.2286672832408878e-05,,15,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
16,6.2275894325267335e-06,,16,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
17,3.2393400391720673e-06,,17,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
18,1.723039170069351e-06,,18,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
19,9.331402793240324e-07,,19,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
20,5.123576186172872e-07,,20,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
21,2.84191066686306e-07,,21,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
22,1.5879540144813055e-07,,22,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
23,8.919730220168557e-08,,23,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
24,5.0292414217465304e-08,,24,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
25,2.8433533382738705e-08,,25,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
26,1.6106949207752582e-08,,26,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
27,9.137377978071327e-09,,27,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
28,5.189119000035608e-09,,28,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
29,2.949260574858539e-09,,29,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
30,1.677243619483367e-09,,30,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
31,9.542914359962548e-10,,31,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
32,5.431526482974832e-10,,32,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
33,3.0923304926473085e-10,,33,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
34,1.760943509065898e-10,,34,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
35,1.0029586882596525e-10,,35,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
36,5.713223053695744e-11,,36,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
37,3.2548250861080844e-11,,37,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
38,1.8544160148725512e-11,,38,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
39,1.0567151161221463e-11,,39,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
40,6.021899697448987e-12,,40,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,0.285714285,7,uniform(7),uniform,1.0,1.75,standalone_amg,16641
0,0.3887677714490753,0.007658346886632435,0,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
1,0.1593186281132153,0.0038540599387990025,1,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
2,0.018965260959825387,0.0007377477408158414,2,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
3,0.003071910907505863,0.0002811161755898635,3,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
4,0.0008334502563070837,0.00010717103522843788,4,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
5,0.00031275368317077156,4.529089734841077e-05,5,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
6,0.00012669904205182163,1.887035375982074e-05,6,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
7,5.256619451454563e-05,7.974907531394654e-06,7,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
8,2.2105683018691145e-05,3.381908229838776e-06,8,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
9,9.38870335593804e-06,1.4418464202477221e-06,9,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
10,4.017461230848862e-06,6.171756747781754e-07,10,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
11,1.7289640852376325e-06,2.6517742012302503e-07,11,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
12,7.473763962092822e-07,1.143130405785453e-07,12,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
13,3.241818823706002e-07,4.942342259409149e-08,13,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
14,1.4099927566737675e-07,2.1423730418163034e-08,14,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
15,6.145900577063425e-08,9.307783755546639e-09,15,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
16,2.683578621302966e-08,4.051933169199606e-09,16,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
17,1.1734528035540054e-08,1.7669836323286336e-09,17,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
18,5.137281704993451e-09,7.717190211517511e-10,18,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
19,2.2513082794793274e-09,3.3748648233661305e-10,19,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
20,9.87427455841409e-10,1.4775743475969882e-10,20,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
21,4.33403289398348e-10,6.47551630372778e-11,21,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
22,1.90350356043389e-10,2.8403713409064224e-11,22,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
23,8.364847478903125e-11,1.246812722510704e-11,23,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
24,3.677666964391934e-11,5.476729313114159e-12,24,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
25,1.6176410472761283e-11,2.40723066480264e-12,25,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
26,7.117844410648631e-12,1.0587069415590733e-12,26,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
27,3.1329499161854934e-12,4.657368241067772e-13,27,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
28,1.379827150110055e-12,2.0515880660987307e-13,28,scale=[1_1.75] freq=[0.5_0.285714] solver=standalone_gmg mesh=adapt interpolation=1.0e-2,10288,0.5,0.285714285,7,adaptive(1.0e-2),adapt,1.0,1.75,standalone_gmg,10089
