matvecs,res_L2,res_Linf,vcycles,group_name,cells,frequency_x,frequency_y,max_depth,mesh,mesh_family,scale_x,scale_y,solver,unknowns
21,1.1519855036738268e-05,,21,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
22,7.380471855850806e-06,,22,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
23,4.746843125624233e-06,,23,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
24,3.063073612325844e-06,,24,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
25,1.9821206612147423e-06,,25,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
26,1.2857153896941721e-06,,26,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
27,8.357029570974366e-07,,27,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
28,5.441582957768313e-07,,28,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
29,3.548611128153202e-07,,29,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
30,2.3171892689472284e-07,,30,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
31,1.514810924915393e-07,,31,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
32,9.912531021759162e-08,,32,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
33,6.49209565171873e-08,,33,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
34,4.255127573007261e-08,,34,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
35,2.7907917189962012e-08,,35,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
36,1.831449846956491e-08,,36,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
37,1.2025022810783766e-08,,37,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
38,7.899042163789626e-09,,38,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
39,5.19085044046813e-09,,39,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
40,3.412394858702574e-09,,40,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_amg,39513
0,0.14325207632589326,,0,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
1,0.9070861115834647,,1,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
2,0.5523129247689237,,2,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
3,0.3071844599394196,,3,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
4,0.16906153835602272,,4,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
5,0.09354364691386488,,5,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
6,0.052285164604405875,,6,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
7,0.02958356672970786,,7,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
8,0.01696558729546374,,8,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
9,0.009868970455886712,,9,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
10,0.00582535315414582,,10,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
11,0.00348902911413881,,11,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
12,0.002119496003968675,,12,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
13,0.001304898414074756,,13,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
14,0.0008134038305778128,,14,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
15,0.0005127860089833054,,15,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
16,0.0003265646287157869,,16,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
17,0.0002098584399288587,,17,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
18,0.00013594626997903337,,18,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
19,8.86947291504165e-05,,19,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
20,5.8233447888141874e-05,,20,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
21,3.844956352822763e-05,,21,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
22,2.5514969241850076e-05,,22,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
23,1.700821359194811e-05,,23,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
24,1.1383793242340826e-05,,24,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
25,7.64731739470191e-06,,25,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
26,5.154359940848974e-06,,26,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
27,3.4845830683524255e-06,,27,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
28,2.3622121883220506e-06,,28,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
29,1.6053622982750887e-06,,29,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
30,1.0934984365013665e-06,,30,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
31,7.463947255236828e-07,,31,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
32,5.104425930386185e-07,,32,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
33,3.496900311293224e-07,,33,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
34,2.399463983323365e-07,,34,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
35,1.648854766886283e-07,,35,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
36,1.1345812547620544e-07,,36,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
37,7.816754616348467e-08,,37,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
38,5.3915299481482455e-08,,38,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
39,3.722656834865451e-08,,39,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
40,2.572846484295509e-08,,40,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_amg,94401
0,2.9297206217125233,,0,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
1,0.24982270794557845,,1,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
2,0.034403075941009845,,2,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
3,0.0068008324000004205,,3,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
4,0.0015344360201502883,,4,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
5,0.0003646573629886557,,5,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
6,8.879175062880482e-05,,6,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
7,2.1901887426080116e-05,,7,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
8,5.444199746186672e-06,,8,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
9,1.360198546379959e-06,,9,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
10,3.411108712061602e-07,,10,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
11,8.57998760269386e-08,,11,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
12,2.1636304098697315e-08,,12,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
13,5.468443526410213e-09,,13,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
14,1.3849911273769845e-09,,14,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
15,3.514587218232539e-10,,15,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
16,8.935139475016754e-11,,16,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
17,2.2756461727933243e-11,,17,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
18,5.8051475009337624e-12,,18,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
19,1.4835513011431982e-12,,19,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
20,3.798396037650862e-13,,20,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
21,9.761407677231316e-14,,21,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
22,2.4972161534946493e-14,,22,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=4,256,0.5,1.0,4,uniform(4),uniform,1.0,0.5,standalone_amg,289
0,0.7685895781071249,,0,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
1,1.0555852483131523,,1,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
2,0.3766283775706564,,2,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
3,0.13398182551025992,,3,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
4,0.04806523218662583,,4,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
5,0.017463774303669122,,5,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
6,0.006464545447746259,,6,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
7,0.002462217021999803,,7,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
8,0.0009777306490452045,,8,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
9,0.0004096611249615952,,9,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
10,0.0001818239848569644,,10,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
11,8.488783060487577e-05,,11,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
12,4.113086384989855e-05,,12,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
13,2.0411897641188876e-05,,13,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
14,1.027544992169828e-05,,14,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
15,5.215589994308405e-06,,15,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
16,2.660008227804854e-06,,16,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
17,1.360500002707214e-06,,17,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
18,6.970802701080511e-07,,18,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
19,3.5757840312332147e-07,,19,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
20,1.8357317203865614e-07,,20,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
21,9.429782464214187e-08,,21,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
22,4.846043485758632e-08,,22,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
23,2.4912897655952326e-08,,23,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
24,1.281098365938328e-08,,24,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
25,6.5893044928659136e-09,,25,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
26,3.3898332999144235e-09,,26,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
27,1.7441544065445196e-09,,27,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
28,8.975296151279576e-10,,28,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
29,4.6191354084231245e-10,,29,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
30,2.3774587865819215e-10,,30,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
31,1.2237666722614654e-10,,31,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
32,6.299676434532169e-11,,32,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
33,3.243130350073447e-11,,33,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
34,1.669632616115355e-11,,34,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
35,8.596136448951581e-12,,35,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
36,4.425831000350234e-12,,36,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
37,2.278631656446027e-12,,37,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
38,1.17415556267604e-12,,38,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
39,6.041409388380345e-13,,39,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
40,3.1161098855881783e-13,,40,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=6,4096,0.5,1.0,6,uniform(6),uniform,1.0,0.5,standalone_amg,4225
0,0.385221891082618,,0,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_amg,16641
1,1.0573796041967545,,1,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_amg,16641
2,0.524688899052016,,2,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_amg,16641
3,0.24270513782628222,,3,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_amg,16641
4,0.11126730054971863,,4,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_amg,16641
5,0.05106214327148952,,5,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_amg,16641
6,0.02352392626902543,,6,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_amg,16641
7,0.0108959532596495,,7,scale=[1_0.5] freq=[0.5_1] solver=standalone_amg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_amg,16641
